Va,Vb,Vc,Ia,Ib,Ic,Type
133083.9561,133348.7948,133257.5805,1452.758478,51.15306842,1161.480596,ACG
133188.5776,133345.8006,133349.5496,1451.634527,51.4677629,1160.747215,ACG
133109.7636,133357.7497,133246.0421,1452.376946,51.36852417,1161.43173,ACG
133152.0951,133337.9293,133350.1293,1452.009446,51.36031215,1160.932861,ACG
133151.6029,133363.5185,133256.443,1452.132879,51.36737818,1161.184327,ACG
133109.2445,133334.5398,133329.2955,1452.126808,51.38099878,1161.176049,ACG
133190.1116,133364.3241,133285.0978,1452.160389,51.40181154,1161.052111,ACG
133079.7551,133336.6693,133296.5947,1451.936407,51.37876251,1161.141983,ACG
133207.5875,133359.1198,133318.106,1452.485498,51.30938743,1161.209861,ACG
133077.0307,133344.4124,133267.7228,1451.505794,51.55237333,1160.867072,ACG
133197.095,133350.2462,133340.4152,1452.842035,51.1220253,1161.525181,ACG
133100.0597,133353.0074,133255.2323,1451.266783,51.52147226,1160.481565,ACG
133167.1731,133342.9673,133343.2083,1452.816297,51.16992231,1161.857953,ACG
133134.477,133358.6263,133262.8949,1451.461906,51.37161701,1160.232928,ACG
133135.0717,133339.4775,133328.4732,1452.363094,51.20896607,1161.855034,ACG
133162.4042,133359.6203,133283.014,1452.060939,51.28295944,1160.434993,ACG
133116.7524,133341.2836,133307.8031,1451.555763,51.35684805,1161.40926,ACG
133171.6936,133355.7064,133302.3728,1452.882633,51.02395089,1160.985025,ACG
133118.2476,133346.1493,133293.5789,1450.766129,51.49534302,1160.731715,ACG
133163.2567,133351.2289,133310.8567,1453.425072,50.90707902,1161.679508,ACG
133131.9977,133349.6216,133292.3251,1450.456921,51.43199993,1160.054316,ACG
133149.0776,133349.0409,133306.4246,1453.423243,50.905573,1162.185542,ACG
133143.9491,133350.3962,133300.8867,1450.729932,51.46266103,1159.781202,ACG
133142.7936,133349.9655,133296.821,1452.862514,50.9488064,1162.178312,ACG
133142.7776,133347.8566,133308.6573,1451.541418,51.33676535,1160.027505,ACG
133151.4147,133353.3446,133293.0837,1451.922764,51.19371591,1161.752798,ACG
133127.4133,133344.8582,133306.235,1452.497663,51.09920099,1160.621005,ACG
133169.4998,133354.8591,133301.6546,1451.125368,51.33880605,1161.083035,ACG
133108.9052,133345.1776,133291.1488,1453.123555,51.01944145,1161.339008,ACG
133182.8031,133352.667,133320.3525,1450.781699,51.49216016,1160.491504,ACG
133102.2605,133349.0774,133270.5487,1453.253188,50.94243198,1161.785266,ACG
133178.1279,133347.0104,133338.0877,1450.983476,51.59195708,1160.288989,ACG
133117.145,133355.9802,133257.5471,1452.858079,51.08300123,1161.84291,ACG
133151.4531,133339.8019,133342.3846,1451.586115,51.41764635,1160.426181,ACG
133150.8243,133362.0046,133262.1602,1452.281242,51.28706759,1161.611962,ACG
133112.7019,133335.9249,133327.2169,1452.12609,51.33278852,1160.795623,ACG
133187.8474,133363.2015,133285.6947,1451.922125,51.37117635,1161.248003,ACG
133080.5248,133337.3402,133296.7901,1452.360592,51.2842013,1161.120884,ACG
133202.6127,133362.2916,133304.5722,1365.20103,54.08671504,1091.195167,ACG
133087.9438,133342.3388,133285.4407,1363.57049,54.37035821,1090.984752,ACG
133199.7904,133354.8535,133328.6801,1365.788692,53.94339436,1091.798622,ACG
133103.8803,133350.0826,133270.9653,1363.07165,54.45088905,1090.304431,ACG
133176.9082,133347.9258,133334.1294,1365.974226,53.85422733,1092.328114,ACG
133131.4848,133355.3026,133275.2407,1363.153584,54.48790593,1089.898428,ACG
133151.8045,133345.2121,133323.6379,1365.469952,53.87933805,1092.453585,ACG
133151.8535,133355.5702,133290.1366,1363.927349,54.20228328,1089.999217,ACG
133140.7425,133346.9017,133308.8879,1364.422782,54.03661082,1092.051173,ACG
133153.9972,133352.7988,133302.1743,1365.030891,53.94632548,1090.63883,ACG
133147.5465,133350.0615,133302.735,1363.33692,54.29275906,1091.213106,ACG
133141.3131,133350.0088,133301.4045,1365.957609,53.77531652,1091.531592,ACG
133162.338,133351.6835,133310.1621,1362.697226,54.52095455,1090.374252,ACG
133128.3549,133350.2754,133288.6983,1366.247062,53.6679847,1092.237034,ACG
133168.415,133349.2184,133324.8031,1362.836036,54.42978207,1089.912066,ACG
133130.8576,133354.5046,133274.6675,1365.787477,53.7977607,1092.473655,ACG
133154.3399,133343.968,133333.6774,1363.606403,54.29387698,1090.010535,ACG
133153.7851,133359.7693,133272.6818,1364.93642,54.04228757,1092.148585,ACG
133122.8673,133339.4293,133325.56,1364.559312,54.19512193,1090.575526,ACG
133187.3011,133362.5978,133289.6674,1364.14121,54.29408004,1091.548394,ACG
133089.87,133339.0902,133299.6142,1365.226983,54.04906379,1091.213731,ACG
133212.0319,133359.7352,133320.2157,1363.810778,54.37350531,1091.055907,ACG
133075.5419,133345.0007,133266.88,1365.329235,54.08129184,1091.608936,ACG
133210.7742,133351.3652,133349.4898,1364.00166,54.36078591,1090.895307,ACG
133091.3746,133354.6648,133244.1251,1365.032042,54.15983494,1091.6008,ACG
133180.1232,133341.4374,133361.3744,1364.405009,54.35758799,1091.095291,ACG
133132.4338,133363.681,133244.3655,1364.67681,54.24527351,1091.335051,ACG
133132.879,133334.4742,133348.3977,1364.66212,54.28185381,1091.360774,ACG
133179.7918,133367.5109,133268.3742,1364.61205,54.28956374,1091.148578,ACG
133091.5092,133334.3605,133316.5938,1364.487864,54.30202223,1091.408511,ACG
133210.7749,133364.0543,133304.3846,1364.959271,54.17412071,1091.241571,ACG
133075.3321,133340.7088,133281.6613,1363.979905,54.34505362,1091.113828,ACG
133212.3713,133355.8468,133334.8169,1365.44441,54.06120796,1091.653157,ACG
133089.2914,133349.8453,133260.35,1363.507309,54.39693154,1090.578522,ACG
133187.9007,133346.9997,133346.262,1365.692683,53.96229125,1092.118531,ACG
133122.271,133357.3408,133260.5327,1363.451976,54.4412218,1090.169629,ACG
133154.1307,133341.9459,133337.2305,1365.364091,53.95201827,1092.292922,ACG
133154.168,133359.6283,133277.3662,1364.029673,54.2288025,1090.171128,ACG
133130.7419,133342.3415,133317.5547,1364.463187,54.06814596,1091.990984,ACG
133168.7221,133357.2542,133297.4701,1365.012849,53.96459741,1090.688917,ACG
133127.7541,133346.0786,133301.7394,1363.402024,54.26945731,1091.226124,ACG
133163.1024,133353.0385,133307.5262,1365.93431,53.7675142,1091.529712,ACG
133140.4815,133349.9301,133299.3473,1362.67644,54.48082892,1090.359278,ACG
133148.2497,133350.5365,133303.2356,1366.304906,53.6292657,1092.271972,ACG
133153.5281,133350.4882,133308.8131,1362.692882,54.42635672,1089.804139,ACG
133140.9817,133351.9885,133291.3836,1365.897966,53.70769876,1092.580207,ACG
133151.8886,133347.4671,133319.3932,1363.437123,54.25705566,1089.814487,ACG
133151.5521,133355.834,133284.8296,1364.970335,53.94707726,1092.290737,ACG
133132.0311,133343.5172,133318.4576,1364.510309,54.11459506,1090.382226,ACG
133176.2569,133358.9515,133293.5635,1363.982304,54.2315406,1091.607039,ACG
133104.5929,133342.0859,133300.8736,1365.400361,53.92729006,1091.157728,ACG
133199.2753,133357.8058,133316.8798,1363.41966,54.37223976,1090.932576,ACG
133088.3411,133346.0021,133273.3366,1365.708013,53.90038296,1091.760545,ACG
133202.4567,133351.3147,133343.2694,1363.488359,54.38939184,1090.577145,ACG
133097.8439,133354.1669,133250.7286,1365.45758,54.00248119,1091.934668,ACG
133177.8716,133342.3322,133356.8701,1363.974173,54.38632426,1090.672714,ACG
133133.3189,133362.7924,133247.5244,1364.956054,54.13957828,1091.714349,ACG
133133.5751,133335.1452,133347.3644,1364.495724,54.28701099,1091.011427,ACG
133179.5953,133367.3116,133268.2205,1364.604267,54.25699434,1091.404926,ACG
133090.0496,133334.0524,133317.0512,1364.668814,54.25036587,1091.273971,ACG
133214.0098,133364.7181,133304.2049,1364.666194,54.24406238,1091.27505,ACG
133068.7804,133339.8949,133279.7069,1364.422087,54.28600104,1091.242201,ACG
133219.7944,133356.4276,133338.4102,1365.014052,54.18559739,1091.466494,ACG
133079.4875,133349.673,133253.2239,1364.019242,54.33074113,1090.900221,ACG
133195.5834,133346.3637,133354.8317,1365.315221,54.09473632,1091.832075,ACG
133115.0177,133358.8235,133249.1983,1363.837269,54.38901487,1090.528855,ACG
133155.7455,133339.3947,133347.9142,1365.194276,54.05219996,1092.048554,ACG
133155.6969,133362.9272,133266.509,1364.180543,54.26045011,1090.434029,ACG
133121.7989,133338.4378,133324.8258,1364.520157,54.12711319,1091.878156,ACG
133181.3566,133361.17,133292.9753,1364.969711,54.02901782,1090.792793,ACG
133109.1502,133342.4296,133300.5762,1363.576456,54.2739282,1091.250886,ACG
133183.173,133355.8513,133312.9857,1365.818015,53.82543155,1091.516097,ACG
133118.7311,133348.2163,133288.5222,1362.826676,54.452386,1090.430544,ACG
133167.5983,133350.7804,133317.4484,1366.240141,53.66588026,1092.237224,ACG
133137.6823,133351.7413,133292.0409,1362.723019,54.4288871,1089.82626,ACG
133151.1873,133349.335,133308.7503,1365.917354,53.69256341,1092.592946,ACG
133148.6625,133351.216,133303.5108,1363.377246,54.2452469,1089.74662,ACG
133148.6178,133351.4396,133298.2108,1364.986544,53.89768466,1092.357299,ACG
133142.1408,133348.1666,133309.8899,1364.477525,54.06190952,1090.268792,ACG
133162.6257,133354.6285,133298.0628,1363.878426,54.18250734,1091.641931,ACG
133122.624,133345.7515,133302.1834,1365.509559,53.83990085,1091.111659,ACG
133182.1998,133355.2865,133312.335,1363.122798,54.36302334,1090.833928,ACG
133105.9299,133347.3808,133282.1751,1365.987633,53.75193731,1091.867278,ACG
133189.7015,133351.2064,133333.7884,1363.053369,54.39922552,1090.306291,ACG
133108.4716,133353.3796,133261.6384,1365.797833,53.84610443,1092.201337,ACG
133173.3222,133343.9074,133348.0691,1363.572598,54.38784316,1090.285446,ACG
133135.5841,133360.9348,133255.3286,1365.183211,54.02117498,1092.039298,ACG
133135.6715,133337.0734,133342.8617,1364.312652,54.2684976,1090.662542,ACG
133177.0819,133365.7673,133271.0631,1364.569111,54.20367858,1091.629942,ACG
133093.5829,133335.1203,133316.538,1364.8157,54.17431795,1091.117011,ACG
133212.1362,133364.2339,133304.0991,1364.33936,54.2832832,1091.286465,ACG
133068.9424,133339.9718,133279.8104,1364.852297,54.18773571,1091.351818,ACG
133221.6058,133356.5524,133339.2639,1364.523125,54.28945202,1091.245058,ACG
133075.4498,133349.5877,133250.277,1364.555992,54.23570201,1091.233737,ACG
133199.534,133346.0789,133359.2653,1364.861315,54.2216953,1091.48315,ACG
133110.5303,133359.6439,133242.296,1364.267886,54.31649293,1090.937046,ACG
133156.7401,133337.7715,133354.9543,1364.964504,54.1536337,1091.730886,ACG
133156.537,133365.2097,133258.5841,1364.357848,54.27663237,1090.758836,ACG
133114.8544,133335.5247,133330.2386,1364.579803,54.18770988,1091.714506,ACG
133191.0658,133364.2299,133289.1723,1364.896585,54.11304105,1090.936069,ACG
133093.4215,133339.4226,133299.4417,1363.838839,54.28613092,1091.280672,ACG
132981.1481,133350.2064,133700.7444,2272.015459,27.1736987,2298.723681,AC
132974.3977,133337.1266,133702.8814,2271.563574,27.67715353,2298.834774,AC
132978.8679,133344.2315,133698.064,2272.128258,26.89319935,2298.637104,AC
132977.1168,133342.0348,133704.5529,2271.479079,27.74203382,2298.879373,AC
132976.5079,133341.3172,133697.5633,2272.107058,26.80621693,2298.57959,AC
132978.4453,133342.6066,133703.9659,2271.529635,27.65525516,2298.865195,AC
132976.6456,133343.026,133698.9742,2271.968496,26.95645525,2298.60048,AC
132976.6783,133339.201,133702.1586,2271.678563,27.44137792,2298.779166,AC
132979.8133,133347.1675,133700.7048,2271.788024,27.26692255,2298.698757,AC
132972.5546,133335.4149,133700.9546,2271.843933,27.21115601,2298.657325,AC
132984.1307,133349.4183,133701.0609,2271.655822,27.59009854,2298.823921,AC
132968.7804,133335.4931,133701.5818,2271.947584,27.09693649,2298.563246,AC
132986.5373,133346.4298,133699.5282,2271.625822,27.79722513,2298.909437,AC
132968.2528,133341.244,133703.729,2271.958203,27.16843264,2298.546866,AC
132984.8122,133338.3459,133697.2,2271.688181,27.8454674,2298.915327,AC
132972.1303,133350.5285,133705.7148,2271.903153,27.38609936,2298.611858,AC
132979.0908,133329.0313,133696.0401,2271.780943,27.78780709,2298.851428,AC
132978.9779,133358.3673,133705.6613,2271.843689,27.62814065,2298.713651,AC
132971.9168,133323.8033,133697.4843,2271.832544,27.72568342,2298.766855,AC
132985.5254,133359.9954,133702.8636,2271.830957,27.7696775,2298.789331,AC
132966.7962,133326.1002,133701.3484,2271.808105,27.73360679,2298.71433,AC
132988.5671,133353.9058,133698.4026,2271.871543,27.7574054,2298.799147,AC
132966.1543,133335.2327,133705.8103,2271.730677,27.8045138,2298.714534,AC
132986.819,133342.9108,133694.5577,2271.924519,27.63573281,2298.751745,AC
132969.9581,133346.6898,133708.5048,2271.664638,27.85511948,2298.744724,AC
132981.5966,133332.5158,133693.3916,2271.931259,27.51276223,2298.696413,AC
132975.8383,133354.8227,133708.0143,2271.672254,27.78720321,2298.758598,AC
132975.9227,133327.6285,133695.4433,2271.858078,27.48592851,2298.68781,AC
132980.5998,133356.2026,133704.7641,2271.771222,27.56127604,2298.722803,AC
132972.6551,133329.6913,133699.3998,2271.723427,27.57366954,2298.747041,AC
132982.1491,133351.5211,133700.7251,2271.920272,27.23569375,2298.644206,AC
132972.82,133336.0521,133702.9657,2271.591262,27.70201304,2298.845309,AC
132980.6335,133344.856,133698.1247,2272.042132,26.94649231,2298.568577,AC
132975.1764,133341.9268,133704.3502,2271.533929,27.75648594,2298.921269,AC
132978.1135,133340.8316,133698.0229,2272.069589,26.83353915,2298.550986,AC
132977.2379,133343.6325,133703.3803,2271.587663,27.66106302,2298.920747,AC
132977.0336,133341.5538,133699.7016,2271.985901,26.95401476,2298.617671,AC
132977.0452,133340.962,133701.5043,2271.728963,27.43235748,2298.832695,AC
132978.5129,133345.3296,133701.2655,2271.834516,27.24465885,2298.745328,AC
132974.5201,133337.1575,133700.6974,2271.887182,27.17755821,2298.69776,AC
132981.5742,133347.9883,133701.0364,2271.692459,27.56324113,2298.872427,AC
132971.525,133336.5305,133702.0158,2271.985847,27.03465364,2298.583879,AC
132983.8036,133345.9056,133698.7918,2271.624431,27.77607422,2298.935915,AC
132970.599,133341.3238,133704.7881,2271.987007,27.08653145,2298.544841,AC
132983.0003,133338.7025,133695.9975,2271.64647,27.83014736,2298.909652,AC
132973.2054,133349.9218,133707.0053,2271.911094,27.30612255,2298.588697,AC
132978.7308,133329.8027,133694.8572,2271.72138,27.7704556,2298.819578,AC
132978.6394,133357.6346,133706.668,2271.820318,27.57484943,2298.6761,AC
132972.7671,133324.428,133696.8007,2271.787537,27.69832052,2298.725727,AC
132984.3228,133359.5918,133703.2005,2271.776769,27.75951249,2298.748798,AC
132968.1046,133326.2979,133701.4159,2271.801371,27.69654985,2298.682884,AC
132987.3144,133353.8883,133697.9785,2271.8023,27.79135527,2298.768724,AC
132967.1719,133335.1649,133706.5582,2271.765515,27.76916195,2298.705687,AC
132986.083,133342.938,133693.593,2271.865877,27.6996584,2298.741585,AC
132970.3664,133346.8026,133709.5974,2271.724555,27.8386254,2298.760975,AC
132981.4205,133332.1335,133692.2993,2271.906193,27.58474566,2298.709632,AC
132975.8404,133355.4842,133709.013,2271.731746,27.80260136,2298.792242,AC
132975.9231,133326.6432,133694.6437,2271.874517,27.5470728,2298.719086,AC
132980.6641,133357.3844,133705.313,2271.809249,27.60929974,2298.759806,AC
132972.3831,133328.3758,133699.1534,2271.769685,27.61608575,2298.784708,AC
132982.6128,133352.7447,133700.683,2271.928702,27.30280175,2298.669932,AC
132972.1203,133335.0334,133703.2888,2271.642252,27.72882625,2298.875936,AC
132981.4415,133345.4526,133697.5956,2272.025701,27.01050842,2298.573357,AC
132974.3086,133341.818,133705.0377,2271.56469,27.77462804,2298.934606,AC
132978.853,133340.355,133697.2851,2272.039458,26.87468359,2298.533706,AC
132976.6973,133344.6424,133704.1164,2271.586445,27.67283513,2298.913041,AC
132977.2204,133340.0816,133699.0706,2271.952208,26.96493802,2298.586122,AC
132977.2218,133342.7342,133702.0097,2271.702495,27.43174456,2298.807412,AC
132977.9244,133343.4542,133700.9538,2271.802709,27.23229632,2298.71305,AC
132975.4309,133338.9491,133700.8458,2271.855483,27.1538362,2298.66393,AC
132980.4066,133346.496,133701.0739,2271.664607,27.5414712,2298.853102,AC
132972.7915,133337.6225,133701.8682,2271.970042,26.98145619,2298.552959,AC
132982.5587,133345.3418,133699.0417,2271.602966,27.75546885,2298.937563,AC
132971.6738,133341.4104,133704.5296,2271.997403,27.0102396,2298.527118,AC
132982.1863,133339.0926,133696.2564,2271.636348,27.81194375,2298.931201,AC
132973.6912,133349.2376,133706.8218,2271.942151,27.22652953,2298.590076,AC
132978.5774,133330.6963,133694.9842,2271.728336,27.74786621,2298.851471,AC
132978.495,133356.7496,133706.6317,2271.854787,27.51671779,2298.696058,AC
132973.1313,133325.228,133696.7998,2271.81347,27.66391371,2298.754353,AC
132983.8342,133359.0179,133703.2323,2271.795922,27.74085772,2298.780219,AC
132968.6131,133326.6524,133701.4228,2271.840457,27.65083025,2298.696702,AC
132986.8681,133353.7574,133697.9118,2271.796021,27.81553397,2298.800075,AC
132967.4903,133335.1668,133706.7356,2271.804577,27.72400762,2298.700061,AC
132985.9035,133342.959,133693.3025,2271.837086,27.75479031,2298.761122,AC
132970.4113,133346.8713,133710.0032,2271.74847,27.81249454,2298.739472,AC
132981.4442,133331.8493,133691.8137,2271.867862,27.65032346,2298.710256,AC
132975.7997,133356.0173,133709.5275,2271.731199,27.81060303,2298.764086,AC
132975.8839,133325.8078,133694.1648,2271.841942,27.60448038,2298.701698,AC
132980.8247,133358.4194,133705.6794,2271.786154,27.65439656,2298.73522,AC
132972.0371,133327.1917,133698.9588,2271.752973,27.65699361,2298.758151,AC
132983.124,133353.866,133700.6479,2271.895701,27.37294137,2298.655981,AC
132971.4511,133334.0804,133703.5688,2271.643081,27.7560172,2298.853067,AC
132982.1782,133346.0161,133697.0696,2271.999592,27.08339552,2298.572213,AC
132973.5708,133341.7097,133705.763,2271.578226,27.7953061,2298.926102,AC
132979.4724,133339.8921,133696.4225,2272.03215,26.92846377,2298.543565,AC
132976.2692,133345.6271,133705.0248,2271.606046,27.6899794,2298.921999,AC
132977.3732,133338.6232,133698.2122,2271.964411,26.9889337,2298.603405,AC
132977.3665,133344.5014,133702.7283,2271.723569,27.43966057,2298.827705,AC
132977.4797,133341.5585,133700.4559,2271.824022,27.23038034,2298.734083,AC
132976.1241,133340.7728,133701.0842,2271.876175,27.14093848,2298.683408,AC
132979.5421,133344.9548,133701.1216,2271.679911,27.52593373,2298.874368,AC
132978.078,133342.0076,133638.3938,2059.19635,30.10651405,2088.787288,AC
132987.4503,133343.4435,133640.0052,2059.107109,30.16348344,2088.756768,AC
132977.0131,133342.2879,133635.973,2059.212278,30.08567365,2088.782871,AC
132987.4077,133342.8408,133642.0827,2059.083442,30.17649427,2088.738541,AC
132978.1204,133343.1516,133634.3903,2059.193757,30.11329354,2088.774525,AC
132985.1168,133341.8266,133642.9444,2059.089542,30.1724278,2088.721716,AC
132981.2625,133344.1201,133634.2899,2059.155217,30.15447697,2088.76176,AC
132981.298,133341.0768,133642.1666,2059.110366,30.16054688,2088.721447,AC
132985.2106,133344.502,133635.854,2059.124664,30.16100731,2088.739211,AC
132977.5411,133341.1162,133639.8251,2059.127983,30.15929331,2088.744415,AC
132988.2375,133344.0746,133638.7202,2059.115975,30.13494138,2088.714486,AC
132975.4777,133341.8274,133636.5914,2059.140717,30.16966092,2088.775506,AC
132989.0127,133343.2253,133641.9147,2059.121102,30.12105596,2088.707124,AC
132975.9876,133342.6904,133633.6943,2059.156064,30.17385646,2088.791859,AC
132987.1688,133342.4403,133644.0743,2059.128344,30.14094423,2088.726248,AC
132978.9165,133343.3681,133632.474,2059.171321,30.16148924,2088.787563,AC
132983.3226,133341.8648,133644.0879,2059.138564,30.16275802,2088.756645,AC
132983.2509,133343.8568,133633.6392,2059.172285,30.14613796,2088.776943,AC
132978.7925,133341.4654,133641.7867,2059.157369,30.14899193,2088.773842,AC
132987.4517,133344.1143,133636.7814,2059.152991,30.1479017,2088.773168,AC
132975.2365,133341.4213,133638.1045,2059.177697,30.11274538,2088.770123,AC
132989.8692,133343.8433,133640.5775,2059.127865,30.16532593,2088.771958,AC
132974.1506,133342.0488,133634.5605,2059.181664,30.10163652,2088.758695,AC
132989.3454,133342.8542,133643.503,2059.116991,30.17628606,2088.761823,AC
132976.1963,133343.2844,133632.5055,2059.162455,30.1312191,2088.752892,AC
132985.8641,133341.5304,133644.491,2059.122829,30.1675959,2088.744585,AC
132980.6983,133344.4718,133632.6496,2059.136422,30.1621361,2088.750244,AC
132980.7631,133340.6708,133643.2037,2059.129576,30.15258354,2088.735887,AC
132985.8115,133344.8674,133634.9553,2059.126643,30.15403965,2088.742098,AC
132976.1678,133340.7822,133640.0417,2059.12584,30.15213104,2088.744442,AC
132989.4058,133344.3178,133638.6722,2059.137612,30.12049696,2088.732153,AC
132973.94,133341.6499,133636.0839,2059.119516,30.16543566,2088.759499,AC
132990.0945,133343.3068,133642.452,2059.15318,30.10878782,2088.734783,AC
132974.8505,133342.6736,133632.8566,2059.125148,30.17157004,2088.764915,AC
132987.7467,133342.3775,133644.7497,2059.158703,30.13368519,2088.753971,AC
132978.4207,133343.4779,133631.7474,2059.142382,30.15974381,2088.760621,AC
132983.3421,133341.7049,133644.5394,2059.15673,30.15838657,2088.773094,AC
132983.2813,133344.0298,133633.2675,2059.155896,30.14535229,2088.761473,AC
132978.5066,133341.2864,133641.9191,2059.156792,30.14836383,2088.772368,AC
132987.6712,133344.263,133636.7175,2059.15623,30.14851809,2088.774938,AC
132975.0119,133341.3081,133638.083,2059.157216,30.12034491,2088.752397,AC
132989.9503,133343.9043,133640.5811,2059.151442,30.16484523,2088.788784,AC
132974.2246,133342.0274,133634.6452,2059.147202,30.11724323,2088.732956,AC
132989.1925,133342.8521,133643.3419,2059.153052,30.1703099,2088.786167,AC
132976.507,133343.2834,133632.8528,2059.126644,30.1451632,2088.729084,AC
132985.6962,133341.571,133644.1097,2059.156915,30.15459803,2088.767477,AC
132980.9055,133344.3801,133633.1968,2059.113741,30.16290102,2088.736393,AC
132980.9826,133340.841,133642.7764,2059.147469,30.13644412,2088.749214,AC
132985.5205,133344.6491,133635.4334,2059.126027,30.13980446,2088.743096,AC
132977.0759,133341.0506,133639.8996,2059.120888,30.13876239,2088.742419,AC
132988.4665,133344.0673,133638.7297,2059.157984,30.10033406,2088.748787,AC
132975.4768,133341.8734,133636.5492,2059.095099,30.15741234,2088.74116,AC
132988.7788,133343.1836,133641.849,2059.185019,30.09249182,2088.762118,AC
132976.5338,133342.7042,133634.0376,2059.091564,30.16721909,2088.736293,AC
132986.6839,133342.4892,133643.5462,2059.189367,30.12345372,2088.781582,AC
132979.5327,133343.2628,133633.3918,2059.111898,30.15685839,2088.7332,AC
132983.2394,133342.0454,133643.169,2059.175164,30.15189875,2088.789424,AC
132983.2065,133343.6287,133634.7842,2059.1391,30.14356939,2088.746343,AC
132979.7941,133341.7547,133641.0596,2059.156151,30.14629265,2088.771063,AC
132986.2269,133343.8096,133637.4088,2059.159399,30.14714607,2088.776797,AC
132977.5729,133341.7477,133638.3454,2059.136734,30.12591728,2088.735562,AC
132987.5626,133343.5741,133639.9953,2059.173859,30.16031389,2088.804458,AC
132977.3331,133342.2527,133636.2346,2059.113595,30.12843808,2088.708897,AC
132986.8237,133342.8309,133641.5519,2059.185826,30.15845166,2088.807844,AC
132979.0364,133343.1292,133635.3946,2059.09273,30.15222398,2088.707251,AC
132984.5064,133341.9764,133641.7564,2059.186154,30.13578853,2088.786858,AC
132981.7722,133343.8034,133635.8338,2059.092756,30.15708768,2088.723803,AC
132981.8219,133341.6148,133640.843,2059.161394,30.11665302,2088.759714,AC
132984.2005,133343.8156,133637.1522,2059.124551,30.12296135,2088.743309,AC
132980.0273,133341.9228,133639.3191,2059.115992,30.12425833,2088.740176,AC
132985.3306,133343.316,133638.7767,2059.172896,30.08278455,2088.761466,AC
132979.7011,133342.475,133637.8035,2059.076626,30.14922322,2088.726574,AC
132985.0391,133342.8569,133640.0742,2059.206757,30.08176872,2088.782276,AC
132980.5421,133342.7659,133636.9016,2059.068784,30.16189113,2088.715076,AC
132983.9326,133342.7467,133640.5389,2059.208064,30.11807779,2088.800576,AC
132981.7868,133342.753,133636.939,2059.092978,30.15164838,2088.714234,AC
132982.7809,133342.7955,133640.098,2059.184661,30.14700779,2088.799244,AC
132982.7746,133342.7482,133637.6983,2059.128988,30.13876009,2088.736479,AC
132982.0747,133342.7186,133639.2332,2059.154556,30.14165717,2088.76932,AC
132983.2038,133342.8889,133638.5155,2059.159775,30.14301965,2088.77685,AC
132981.9489,133342.5757,133638.6501,2059.125847,30.12493993,2088.726514,AC
132983.0831,133342.9593,133638.7889,2059.182911,30.15429691,2088.810139,AC
132982.2732,133342.6279,133638.7154,2059.098536,30.13073347,2088.699399,AC
132982.659,133342.7853,133638.4543,2059.198355,30.14761147,2088.814227,AC
132982.6901,133342.8667,133639.1958,2059.080311,30.15186635,2088.701744,AC
132982.3797,133342.5782,133637.9683,2059.196032,30.12157503,2088.79161,AC
132982.7067,133342.9482,133639.5363,2059.087654,30.15017216,2088.72276,AC
132982.6966,133342.6806,133637.858,2059.165707,30.10467753,2088.762707,AC
132982.0137,133342.675,133639.3459,2059.125918,30.11394653,2088.745089,AC
132983.6714,133343.0438,133638.3257,2059.116939,30.11830547,2088.741661,AC
132980.8573,133342.3483,133638.6185,2059.175229,30.07995859,2088.764182,AC
132984.7476,133343.198,133639.2176,2059.078742,30.14702633,2088.726794,AC
132980.0279,133342.4492,133637.6183,2059.204868,30.08699383,2088.784027,AC
132985.0455,133342.8194,133640.1997,2059.074092,30.15833785,2088.714947,AC
132980.3233,133343.0273,133636.7239,2059.201522,30.12436383,2088.799674,AC
132984.0246,133342.1632,133640.8517,2059.099034,30.14507212,2088.714748,AC
132981.915,133343.6035,133636.3895,2059.177625,30.14715053,2088.795881,AC
132981.9326,133341.786,133640.705,2059.131412,30.13201271,2088.736769,AC
132984.182,133343.7168,133637.0408,2059.151935,30.13622754,2088.766915,AC
132979.6627,133341.9251,133639.4592,2059.15604,30.1385031,2088.773763,AC
132986.1014,133343.3954,133638.7534,2059.130002,30.11961041,2088.729925,AC
132974.1444,133336.4607,133589.6181,1878.299612,32.95998324,1910.572726,AC
133011.8408,133348.248,133594.4771,1878.457342,32.6043689,1910.438452,AC
132973.6275,133341.6354,133582.072,1878.079931,33.25765107,1910.740309,AC
133008.109,133343.6227,133601.8071,1878.611234,32.24217025,1910.30582,AC
132980.6161,133344.2,133575.9132,1878.030203,33.21620193,1910.733529,AC
132999.4157,133343.4398,133605.664,1878.491192,32.4869031,1910.426669,AC
132990.0271,133342.9744,133575.5106,1878.217907,32.84279533,1910.529462,AC
132990.1611,133344.4599,133602.3524,1878.293451,32.82351863,1910.581391,AC
132999.062,133343.4645,133582.1775,1878.311047,32.73340872,1910.484065,AC
132981.7757,133342.2277,133593.8508,1878.315074,32.65451105,1910.474369,AC
133006.5771,133346.4427,133591.0458,1878.215682,33.03843861,1910.679994,AC
132976.2842,133340.1848,133586.2786,1878.404073,32.43846908,1910.289134,AC
133009.299,133346.1474,133596.7533,1878.237825,33.15061303,1910.766688,AC
132977.5075,133343.1559,133582.6839,1878.270772,32.74332835,1910.362398,AC
133004.4233,133341.5534,133598.8747,1878.470433,32.77528971,1910.592696,AC
132985.6585,133347.5063,133581.7584,1878.068329,33.11608884,1910.58023,AC
